__v,_id,age,brand,catId,collectionn,color,components,components_en,composition,composition_en,createdAt,description,dimensions,email,images,item_code,name,ordering,origine,product_cat,product_manufacturer_code,properties,properties_en,regular_price,retail_unite_of_meassure,role,sale_price,stock_status,tax_class,updatedAt,vendor
0,62e0f5c768774f0af1bda29e,Fëmijë (Djalë),GEOX,1.4.1,1,08333c,,,100% IPEVA,100% IPEVA,2022-07-27T08:22:32.031Z,Nettuno Snakers,,vendor@gmail.com,"[""http://appapi.albionline.com/vendorimages/auv0mjf9v-5543650-57_1.jpg""]",J15AWC0BU85-4231,Atlete Nettuno,3,MM,Këpucë-Atlete,J15AWC0BU85,,,89.99,COP,Vendor,62.993,,18,2022-08-01T11:09:39.172Z,39
0,62e0f5c768774f0af1bda29f,Burrë,GEOX,1.4.2,1,93964,,,100% PL,100%PL,2022-07-27T08:22:32.031Z,Jacket Garlan,,vendor@gmail.com,"[""http://appapi.albionline.com/vendorimages/ox812pcn1-5543651-39_1.jpg""]",M2521GT2600-4399,Xhaketë Garlan,1,CN,Veshje-Xhaketë,M2521GT2600,,,209.99,COP,Vendor,104.995,,18,2022-08-01T11:09:39.172Z,39
0,62e0f5c768774f0af1bda2a0,Burrë,GEOX,1.4.3,1,92946,,,100% Gomë,100% Rubber,2022-07-27T08:22:32.031Z,Athlete Delray,,vendor@gmail.com,"[""http://appapi.albionline.com/vendorimages/i2mqqjrdu-37033731-08_1-732x1024.jpg""]",U16CQD0MEBU-4002,Atlete Delray,3,MM,Këpucë-Atlete,U16CQD0MEBU,"Goma klasike Geox është e bazuar në ekskluzivitetin mes: kombinit të gomës së shpuar dhe membranës rezistente ndaj ujit dhe të ajrosur që mundëson rregullimin e temperaturave, kësisoji duke krijuar mikroklimën përfekte brenda këpucës që i mban këmbët e terura dhe të rehatshme gjatë tërë ditës.","The classic Geox rubber sole is based on an exclusive patent: the combination of the perforated sole and the resistant breathable and waterproof membrane allow for natural temperature regulation, thereby creating the perfect microclimate inside the shoe that keeps feet dry and comfortable for the whole day.",129.99,COP,Vendor,90.993,,18,2022-08-01T11:09:39.172Z,39
0,62e0f5c768774f0af1bda2a1,Burrë,GEOX,1.4.4,1,ffffff-cfc4c4,,,100% Gomë,100% Rubber,2022-07-27T08:22:32.031Z,Sneakers Dolomia,,vendor@gmail.com,"[""http://appapi.albionline.com/vendorimages/vqf1aie7x-50475872-001_1.jpg""]",U16DQA085FU-1236,Atlete Dolomia,2,VN,Këpucë-Atlete,U16DQA085FU,,,139.99,COP,Vendor,97.993,,18,2022-08-01T11:09:39.172Z,39
0,62e0f5c768774f0af1bda2a2,Burrë,GEOX,1.4.5,1,808080-000000,,,100% Gomë,100% Rubber,2022-07-27T08:22:32.032Z,Athlete Delray,,vendor@gmail.com,"[""http://appapi.albionline.com/vendorimages/iwxl3prl0-rpl001806_1.jpg""]",U25A7A011PT-0043,Atlete Delray,1,MM,Këpucë-Atlete,U25A7A011PT,"Goma klasike Geox është e bazuar në ekskluzivitetin mes: kombinit të gomës së shpuar dhe membranës rezistente ndaj ujit dhe të ajrosur që mundëson rregullimin e temperaturave, kësisoji duke krijuar mikroklimën përfekte brenda këpucës që i mban këmbët e terura dhe të rehatshme gjatë tërë ditës.","The classic Geox rubber sole is based on an exclusive patent: the combination of the perforated sole and the resistant breathable and waterproof membrane allow for natural temperature regulation, thereby creating the perfect microclimate inside the shoe that keeps feet dry and comfortable for the whole day.",119.99,COP,Vendor,83.993,,18,2022-08-01T11:09:39.172Z,39
0,62e0f5c768774f0af1bda2a3,Burrë,GEOX,1.4.6,1,92946,,,100% Termoplastic Gomë,100% Termoplastic Rubber,2022-07-27T08:22:32.033Z,Pantelleria sneakers,,vendor@gmail.com,"[""http://appapi.albionline.com/vendorimages/auv0mjf9v-5543650-57_1.jpg""]",U25DWA000NB-4002,Atlete Pantelleria,1,MM,Këpucë-Atlete,U25DWA000NB,"Goma klasike Geox është e bazuar në ekskluzivitetin mes: kombinit të gomës së shpuar dhe membranës rezistente ndaj ujit dhe të ajrosur që mundëson rregullimin e temperaturave, kësisoji duke krijuar mikroklimën përfekte brenda këpucës që i mban këmbët e terura dhe të rehatshme gjatë tërë ditës.","The classic Geox rubber sole is based on an exclusive patent: the combination of the perforated sole and the resistant breathable and waterproof membrane allow for natural temperature regulation, thereby creating the perfect microclimate inside the shoe that keeps feet dry and comfortable for the whole day.",99.99,COP,Vendor,69.993,,18,2022-08-01T11:09:39.172Z,39
0,62e0f5c768774f0af1bda2a4,Grua,GEOX,1.4.7,1,ffffff-f9cb9c,,,100% Gomë,100% Rubber,2022-07-27T08:22:32.033Z,Athlete Dalyla,,vendor@gmail.com,"[""http://appapi.albionline.com/vendorimages/ox812pcn1-5543651-39_1.jpg""]",D25QFA046BN-1ZB5,Atlete Dalyla,2,VN,Këpucë-Atlete,D25QFA046BN,"Goma klasike Geox është e bazuar në ekskluzivitetin mes: kombinit të gomës së shpuar dhe membranës rezistente ndaj ujit dhe të ajrosur që mundëson rregullimin e temperaturave, kësisoji duke krijuar mikroklimën përfekte brenda këpucës që i mban këmbët e terura dhe të rehatshme gjatë tërë ditës.","The classic Geox rubber sole is based on an exclusive patent: the combination of the perforated sole and the resistant breathable and waterproof membrane allow for natural temperature regulation, thereby creating the perfect microclimate inside the shoe that keeps feet dry and comfortable for the whole day.",149.99,COP,Vendor,104.993,,18,2022-08-01T11:09:39.172Z,39
0,62e0f5c768774f0af1bda2a5,Burrë,GEOX,1.4.8,1,5a6b52,,,100% PL,100%PL,2022-07-27T08:22:32.034Z,Jacket Garlan,,vendor@gmail.com,"[""http://appapi.albionline.com/vendorimages/i2mqqjrdu-37033731-08_1-732x1024.jpg""]",M2521GT2600-1603,Xhaketë Garlan,1,CN,Veshje-Xhaketë,M2521GT2600,,,209.99,COP,Vendor,104.995,,18,2022-08-01T11:09:39.172Z,39
0,62e0f5c768774f0af1bda2a6,Burrë,GEOX,1.4.9,1,868617,,,100%CO,100%CO,2022-07-27T08:22:32.034Z,T Sustainable blouse,,vendor@gmail.com,"[""http://appapi.albionline.com/vendorimages/vqf1aie7x-50475872-001_1.jpg""]",M2510GT2870-3408,T Bluzë Sustainable,1,TR,Veshje-T Bluzë,M2510GT2870,"Patentë që revolucionarizoi botën e veshjeve. Kjo veshje dallohet nga patenta ekskluzive e veshjeve GEOX, e cila ka transferuar komoditetin dhe frymëmarrjen Geox në botën e veshjeve të sipërme. Lagështia e krijuar nga avullimi i djersës del nga shiriti i frymëmarrjes në shpatulla, duke kaluar përmes një hapësire 3D dhe një membrane të veçantë që ajroset dhe rezistente ndaj ujit.","The patent that revolutionised the world of apparel. This garment is distinguished by the exclusive GEOX apparel patent, which has transferred Geox comfort and breathability to the world of outerwear. Humidity generated by the evaporation of sweat comes out of the breathing tape on the shoulders, passing through a 3D spacer and a special breathable and waterproof membrane.",49.99,COP,Vendor,24.995,,18,2022-08-01T11:09:39.172Z,39
0,62e0f5c768774f0af1bda2a7,Burrë,GEOX,1.4.10,1,ffffff,,,100%CO,100%CO,2022-07-27T08:22:32.034Z,T Sustainable blouse,,vendor@gmail.com,"[""http://appapi.albionline.com/vendorimages/iwxl3prl0-rpl001806_1.jpg""]",M2510GT2870-1492,T Bluzë Sustainable,1,TR,Veshje-T Bluzë,M2510GT2870,"Patentë që revolucionarizoi botën e veshjeve. Kjo veshje dallohet nga patenta ekskluzive e veshjeve GEOX, e cila ka transferuar komoditetin dhe frymëmarrjen Geox në botën e veshjeve të sipërme. Lagështia e krijuar nga avullimi i djersës del nga shiriti i frymëmarrjes në shpatulla, duke kaluar përmes një hapësire 3D dhe një membrane të veçantë që ajroset dhe rezistente ndaj ujit.","The patent that revolutionised the world of apparel. This garment is distinguished by the exclusive GEOX apparel patent, which has transferred Geox comfort and breathability to the world of outerwear. Humidity generated by the evaporation of sweat comes out of the breathing tape on the shoulders, passing through a 3D spacer and a special breathable and waterproof membrane.",49.99,COP,Vendor,24.995,,18,2022-08-01T11:09:39.172Z,39
0,62e0f5c768774f0af1bda2a8,Burrë,GEOX,1.1.1,1,1b5386,,,100% CO,100%CO,2022-07-27T08:22:32.034Z,T Shirt Sustainable,,vendor@gmail.com,"[""http://appapi.albionline.com/vendorimages/i2mqqjrdu-37033731-08_1-732x1024.jpg""]",M2510GT2870-4386,T Bluzë Sustainable,1,TR,Veshje-T Bluzë,M2510GT2870,,,49.99,COP,Vendor,24.995,,18,2022-08-01T11:09:39.172Z,39
